Date,AAPL,AMZN,BAC,CAT,GOOGL,JNJ,JPM,KO,META,MSFT,NVDA,TSLA,UNH,WMT,XOM
2019-08-08,48.70573806762695,91.64450073242188,24.201932907104492,106.6192855834961,59.85723876953125,109.6336898803711,91.95133972167969,44.010738372802734,188.8408660888672,130.99005126953125,3.9321086406707764,15.886667251586914,222.63539123535156,33.093528747558594,53.46431350708008
2019-08-09,48.304378509521484,90.37899780273438,24.159299850463867,104.31246948242188,58.99921798706055,109.93340301513672,91.85091400146484,43.789405822753906,186.5469207763672,129.87716674804688,3.830737590789795,15.667332649230957,223.54345703125,32.715389251708984,52.3267707824707
2019-08-12,48.18180465698242,89.24600219726562,23.57087516784668,101.98822784423828,58.28461456298828,109.84184265136719,90.12671661376953,43.60908508300781,184.08412170410156,128.06639099121094,3.7629082202911377,15.267333030700684,218.661376953125,32.08718490600586,52.072509765625
2019-08-13,50.22224044799805,91.21700286865234,23.639097213745117,103.98920440673828,59.387779235839844,111.0823745727539,91.51612854003906,43.85498809814453,187.1427459716797,130.716552734375,3.8771989345550537,15.666666984558105,224.0739288330078,32.75502014160156,52.71565246582031
2019-08-14,48.72737121582031,88.14800262451172,22.530488967895508,100.66881561279297,57.77595901489258,108.451416015625,87.71620178222656,43.43693542480469,178.46337890625,126.78011322021484,3.728621244430542,14.641332626342773,218.661376953125,32.386043548583984,50.591773986816406
2019-08-15,48.48463439941406,88.80599975585938,22.38551139831543,100.70376586914062,58.02756118774414,108.68453979492188,88.05097961425781,44.15829086303711,181.32339477539062,126.49623107910156,3.6963205337524414,14.37600040435791,219.60540771484375,34.36518859863281,50.292640686035156
2019-08-16,49.628623962402344,89.62850189208984,23.050682067871094,101.73482513427734,58.51835250854492,109.36726379394531,90.16019439697266,44.60093307495117,182.42568969726562,128.8145751953125,3.9644081592559814,14.662667274475098,220.900146484375,34.456668853759766,51.07787322998047
2019-08-19,50.553897857666016,90.80599975585938,23.255353927612305,102.54745483398438,59.57189178466797,110.1082534790039,90.97207641601562,44.83045196533203,184.87855529785156,130.97207641601562,4.2431793212890625,15.121999740600586,220.01901245117188,34.70674133300781,51.93790054321289
2019-08-20,50.556297302246094,90.06900024414062,22.78632164001465,101.94453430175781,58.732730865478516,108.73452758789062,89.81703186035156,44.166481018066406,182.5349578857422,129.88385009765625,4.170877933502197,15.057332992553711,215.92808532714844,34.170013427734375,51.62379837036133
2019-08-21,51.104270935058594,91.177001953125,22.96539878845215,102.82705688476562,59.1322135925293,109.50879669189453,90.06813049316406,44.34682083129883,182.27674865722656,131.33157348632812,4.254359722137451,14.722000122070312,216.09893798828125,34.16086196899414,52.13982009887695
2019-08-22,51.06100082397461,90.23300170898438,23.18712615966797,103.01055145263672,59.12923812866211,109.29235076904297,90.99718475341797,44.666507720947266,180.77719116210938,130.37588500976562,4.260570526123047,14.8100004196167,209.43658447265625,34.127323150634766,52.02763748168945
2019-08-23,48.700931549072266,87.48100280761719,22.573122024536133,99.66394805908203,57.24646759033203,106.34503173828125,88.73733520507812,44.05172348022461,176.5169677734375,126.22183227539062,4.035964012145996,14.09333324432373,207.3866424560547,33.797969818115234,50.47211837768555
2019-08-26,49.62620544433594,88.44349670410156,22.837488174438477,99.97852325439453,58.11985778808594,107.20060729980469,89.44876861572266,44.70749282836914,179.10887145996094,128.17111206054688,4.1107497215271,14.333333015441895,207.76425170898438,34.15171432495117,50.74134063720703
2019-08-27,49.06624221801758,88.09149932861328,22.573122024536133,99.06979370117188,58.10199737548828,108.74401092529297,88.50296020507812,44.85504913330078,180.0423583984375,128.44554138183594,4.0200629234313965,14.272000312805176,200.43658447265625,34.28285217285156,50.24776840209961
2019-08-28,49.395484924316406,88.2125015258789,22.89719009399414,100.36296844482422,58.247398376464844,107.93875885009766,89.39018249511719,45.174739837646484,180.49916076660156,128.2752227783203,4.009618759155273,14.37266731262207,204.4105987548828,34.374332427978516,50.61420440673828
2019-08-29,50.23184585571289,89.31999969482422,23.306516647338867,102.90567779541016,59.264217376708984,107.5696792602539,91.4156723022461,45.12555694580078,184.28273010253906,130.6975860595703,4.15336799621582,14.780667304992676,207.35061645507812,34.78907012939453,51.175086975097656
2019-08-30,50.16696548461914,88.81449890136719,23.460018157958984,103.98043823242188,59.080108642578125,107.67034912109375,91.95133972167969,45.11736297607422,184.38204956054688,130.4515838623047,4.166052341461182,15.040666580200195,210.38963317871094,34.843955993652344,51.21249008178711
2019-09-03,49.43635940551758,89.49199676513672,23.06772804260254,102.25909423828125,58.03897476196289,107.98907470703125,90.8632583618164,45.330482482910156,181.12477111816406,128.72943115234375,4.082984924316406,15.000666618347168,207.35061645507812,34.959842681884766,51.27231216430664
2019-09-04,50.275115966796875,90.03099822998047,23.44295883178711,104.06783294677734,58.67020034790039,108.08975982666016,91.959716796875,45.71575164794922,185.8418426513672,130.2340087890625,4.197141170501709,14.711999893188477,203.8531494140625,35.34714126586914,51.8182487487793
2019-09-05,51.25807189941406,92.03600311279297,24.138267517089844,107.46687316894531,60.15498733520508,107.8548812866211,94.05217742919922,45.18293380737305,189.57574462890625,132.52391052246094,4.470219135284424,15.305333137512207,206.42459106445312,35.20379638671875,52.55113983154297
2019-09-06,51.25325393676758,91.67549896240234,23.803491592407227,107.21346282958984,59.86368942260742,107.54451751708984,94.25305938720703,45.273109436035156,186.1894073486328,131.625,4.443109035491943,15.16333293914795,205.8941192626953,34.98728561401367,53.04471206665039
2019-09-09,51.47195816040039,91.56749725341797,24.576047897338867,111.18917846679688,59.811580657958984,106.48760986328125,96.58824920654297,44.691104888916016,187.45059204101562,130.12986755371094,4.489120960235596,15.452667236328125,207.4046173095703,35.475215911865234,53.4634895324707
2019-09-10,52.07999801635742,91.02749633789062,25.194103240966797,113.84548950195312,59.83292007446289,108.66854095458984,97.81863403320312,44.59273910522461,184.87855529785156,128.76724243164062,4.55577278137207,15.702667236328125,209.00503540039062,35.389827728271484,53.89724349975586
2019-09-11,53.73588180541992,91.14949798583984,25.288524627685547,116.29210662841797,60.54256057739258,110.02741241455078,98.08644104003906,44.89603042602539,187.18247985839844,128.80508422851562,4.5843729972839355,16.47333335876465,210.57843017578125,35.380680084228516,53.79256057739258
2019-09-12,53.61573028564453,92.17749786376953,25.468791961669922,115.12122344970703,61.28544616699219,109.40669250488281,98.68909454345703,45.174739837646484,186.16952514648438,130.12986755371094,4.582882404327393,16.391332626342773,206.88314819335938,35.65513229370117,53.82994079589844
2019-09-13,52.572689056396484,91.96700286865234,25.897987365722656,116.89501953125,61.53655242919922,109.70027923583984,100.63090515136719,44.80316925048828,185.89151000976562,129.9406280517578,4.524933338165283,16.34666633605957,211.0294952392578,35.81066131591797,54.32352066040039
